rank,name,mode,model,objective,best_epoch,success_test_seen_or_q95_K3_fa,success_test_ood_or_q95_K3_fa,failure_test_seen_or_q95_K3_det,failure_test_seen_or_q95_K3_det25,failure_eval_ood_or_q95_K3_det,failure_eval_ood_or_q95_K3_det25,failure_eval_ood_or_q95_K3_mean_time,success_test_ood_score_q95_K3_fa,failure_eval_ood_score_q95_K3_det25,success_test_seen_score_q99_K3_fa,success_test_ood_score_q99_K3_fa,failure_eval_ood_score_q99_K3_det,success_test_seen_hardstop_q99_K3_fa,success_test_ood_hardstop_q99_K3_fa,failure_eval_ood_hardstop_q99_K3_det,failure_eval_ood_hardstop_q99_K3_det25
26,v2_032_tcn_k8_label_smooth,supervised,seq_tcn,1.7047267359640585,1,0.028397565922920892,0.002197802197802198,0.7833333333333333,0.09166666666666666,0.9444444444444444,0.3888888888888889,0.39450521587945514,0.0,0.20833333333333334,0.002028397565922921,0.0,0.3888888888888889,,,,
27,v2_014_gru_k8,supervised,seq_gru,1.6869069909130763,1,0.02636916835699797,0.005494505494505495,0.8,0.14166666666666666,0.9305555555555556,0.3888888888888889,0.3880413204911403,0.002197802197802198,0.20833333333333334,0.002028397565922921,0.0,0.3472222222222222,,,,
28,v2_003_tcn_k4_short,supervised,seq_tcn,1.6812697669695642,1,0.032454361054766734,0.016483516483516484,0.8,0.14166666666666666,0.9166666666666666,0.4027777777777778,0.37677265263472154,0.014285714285714285,0.2361111111111111,0.0,0.0,0.3888888888888889,,,,
29,v2_030_tcn_k8_focal,supervised,seq_tcn,1.6779051408361756,1,0.034482758620689655,0.008791208791208791,0.8083333333333333,0.125,0.9305555555555556,0.3888888888888889,0.37502757150209537,0.006593406593406593,0.2222222222222222,0.006085192697768763,0.0,0.4861111111111111,,,,
30,v2_007_tcn_k16_long,supervised,seq_tcn,1.6726380561066159,1,0.030425963488843813,0.004395604395604396,0.775,0.06666666666666667,0.9166666666666666,0.3888888888888889,0.41685326168084785,0.0032967032967032967,0.2222222222222222,0.004056795131845842,0.0,0.2638888888888889,,,,
31,v2_044_transformer_k8_focal,supervised,seq_transformer,1.6644543139979247,1,0.02231237322515213,0.0032967032967032967,0.825,0.2,0.9305555555555556,0.375,0.3766083376222336,0.001098901098901099,0.18055555555555555,0.0,0.0,0.3194444444444444,,,,
32,v2_017_transformer_medium_k8,supervised,seq_transformer,1.66077756478365,1,0.02636916835699797,0.004395604395604396,0.8083333333333333,0.16666666666666666,0.9027777777777778,0.3888888888888889,0.3913793103448276,0.001098901098901099,0.19444444444444445,0.0,0.0,0.19444444444444445,,,,
33,v2_015_gru_k16,supervised,seq_gru,1.6560866167864141,1,0.032454361054766734,0.005494505494505495,0.7583333333333333,0.09166666666666666,0.9305555555555556,0.375,0.40068744945224616,0.002197802197802198,0.3055555555555556,0.004056795131845842,0.0,0.2777777777777778,,,,
34,v2_028_tcn_k8_lowdrop,supervised,seq_tcn,1.6313514353575205,1,0.02636916835699797,0.005494505494505495,0.7916666666666666,0.125,0.9305555555555556,0.3611111111111111,0.39037570766855373,0.002197802197802198,0.20833333333333334,0.002028397565922921,0.0,0.3194444444444444,,,,
35,v2_026_tcn_k8_seqstats_static,supervised,seq_tcn,1.6095329113077592,1,0.02434077079107505,0.002197802197802198,0.8,0.15,0.9305555555555556,0.3472222222222222,0.38489816925226084,0.001098901098901099,0.2638888888888889,0.002028397565922921,0.0,0.5416666666666666,,,,
36,v2_035_survival_tcn_k16,supervised,seq_tcn,1.5794726290162397,1,0.02231237322515213,0.004395604395604396,0.7083333333333334,0.058333333333333334,0.9027777777777778,0.3472222222222222,0.4201780977643047,0.002197802197802198,0.1527777777777778,0.002028397565922921,0.0,0.2916666666666667,,,,
37,v2_043_dynamics_survival_tcn_k8,supervised,seq_tcn,1.557019952101088,1,0.018255578093306288,0.002197802197802198,0.675,0.041666666666666664,0.875,0.3472222222222222,0.39707952146375786,0.0,0.18055555555555555,0.002028397565922921,0.0,0.3472222222222222,0.0,0.0,0.08333333333333333,0.0
38,v2_033_survival_tcn_k8,supervised,seq_tcn,1.514026963570574,1,0.02231237322515213,0.01098901098901099,0.6833333333333333,0.03333333333333333,0.9027777777777778,0.3194444444444444,0.40896172792724517,0.00989010989010989,0.19444444444444445,0.004056795131845842,0.0,0.4722222222222222,,,,
39,v2_016_transformer_small_k8,supervised,seq_transformer,1.4994359989796096,1,0.02231237322515213,0.002197802197802198,0.775,0.13333333333333333,0.9027777777777778,0.3055555555555556,0.4314513073133763,0.0,0.1111111111111111,0.0,0.0,0.2638888888888889,,,,
40,v2_018_transformer_k16,supervised,seq_transformer,1.4700098695534802,1,0.02231237322515213,0.0032967032967032967,0.8083333333333333,0.13333333333333333,0.9027777777777778,0.2916666666666667,0.3856006062902615,0.001098901098901099,0.08333333333333333,0.002028397565922921,0.0,0.4722222222222222,,,,
41,v2_034_survival_lstm_k8,supervised,seq_lstm,1.4025938226749586,1,0.018255578093306288,0.0032967032967032967,0.7166666666666667,0.05,0.8333333333333334,0.2916666666666667,0.45465927750410506,0.0,0.1527777777777778,0.002028397565922921,0.0,0.3194444444444444,,,,
42,v2_022_tcn_k8_action_tokens_only,supervised,seq_tcn,1.3876907350031082,1,0.02028397565922921,0.0032967032967032967,0.675,0.10833333333333334,0.8194444444444444,0.2916666666666667,0.4243341404358353,0.0,0.05555555555555555,0.0,0.0,0.0,,,,
43,v2_019_tcn_k8_no_current_proprio,supervised,seq_tcn,1.3497008175507161,1,0.016227180527383367,0.002197802197802198,0.7666666666666667,0.075,0.8333333333333334,0.2638888888888889,0.47200328407224956,0.002197802197802198,0.19444444444444445,0.002028397565922921,0.0,0.3611111111111111,,,,
44,v2_023_tcn_k8_history_only,supervised,seq_tcn,1.2277434138996006,1,0.010141987829614604,0.002197802197802198,0.6,0.016666666666666666,0.7638888888888888,0.2361111111111111,0.4574339453649799,0.0,0.0,0.0,0.0,0.0,,,,
