split,variant,best_epoch,seen_success_fa,seen_failure_detection,seen_failure_det_at_25,seen_failure_det_at_50,ood_success_fa,ood_failure_detection,ood_failure_det_at_25,ood_failure_det_at_50,q95,q99,conformal_mass
all_tasks_random,base,1,0.0,0.5,0.0,0.5,,,,,0.8726029396057129,0.9131304025650024,0.6443610787391663
all_tasks_random,unc_raw,1,0.0,0.5,0.0,0.5,,,,,0.8311330080032349,0.8582861423492432,2.2426559925079346
all_tasks_random,unc_summary,1,0.0,0.5,0.0,0.5,,,,,0.816003143787384,0.83889240026474,3.196146249771118
all_tasks_random,unc_summary_only,1,0.0,0.5,0.0,0.5,,,,,0.7949075698852539,0.8350235819816589,1.9606356620788574
all_tasks_random,unc_raw_dropout,1,0.0,1.0,0.0,0.5,,,,,0.7747562527656555,0.8863010406494141,4.698619365692139
