canonical_split,policy,success_fa,failure_detection,failure_det_at_25,failure_det_at_50,failure_mean_detection_time,q95,q99,conformal_mass
all_tasks_full,meta_logreg_base_unc_raw_v1,0.14230019493177387,0.9620253164556962,0.620253164556962,0.8860759493670886,0.2137280701754386,0.7997926473617554,0.9555948972702026,0.15
ood_last2_taskids_full,meta_logreg_base_unc_raw_v1,0.20425531914893616,0.8172043010752689,0.3333333333333333,0.7849462365591398,0.30741228070175436,0.8032492399215698,0.953586757183075,0.15
