split,variant,best_epoch,seen_success_fa,seen_failure_detection,seen_failure_det_at_25,seen_failure_det_at_50,ood_success_fa,ood_failure_detection,ood_failure_det_at_25,ood_failure_det_at_50,q95,q99,conformal_mass
random_mixed,base,1,0.0,0.5,0.0,0.5,,,,,0.6975764632225037,0.7331463098526001,4.933120250701904
random_mixed,uncertainty,1,0.0,0.5,0.5,0.5,,,,,0.7138249278068542,0.7354820370674133,4.135982513427734
