canonical_split,policy,success_fa,failure_detection,failure_det_at_25,failure_det_at_50,failure_mean_detection_time,q95,q99,conformal_mass
all_tasks_full,meta_logreg_base_unc_raw_v1,0.1617933723196881,0.11392405063291139,0.004219409282700422,0.0379746835443038,0.597037037037037,0.6028313636779785,0.6479187607765198,0.3192267119884491
