split,variant,best_epoch,seen_success_fa,seen_failure_detection,seen_failure_det_at_25,seen_failure_det_at_50,ood_success_fa,ood_failure_detection,ood_failure_det_at_25,ood_failure_det_at_50,q95,q99,conformal_mass
random_mixed,base,10,0.06666666666666667,1.0,0.0,1.0,,,,,0.9999015927314758,0.9999822974205017,5.391540253185667e-05
random_mixed,uncertainty,14,0.09444444444444444,1.0,0.5,1.0,,,,,0.9999871253967285,0.9999990463256836,1.4424385881284252e-06
ood_suite_libero90,base,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9797731041908264,0.9986422657966614,0.0
