canonical_split,policy,topk,best_epoch,success_fa,failure_detection,failure_det_at_25,failure_det_at_50,failure_mean_detection_time,q95,q99,conformal_mass
all_tasks_full,unc_topk8,8,1,0.15009746588693956,0.9789029535864979,0.6329113924050633,0.8607594936708861,0.22997126436781612,0.8112131953239441,0.9733113646507263,0.15
