variant,episode_id,decision_index,main_risk,best_alt_risk,best_alt_index,selected_candidate_index,intervention,final_episode_success,threshold_a,threshold_c,threshold_m,main_alarm,best_alt_below_cap,risk_margin_main_minus_best
c090_primary,000001,31,0.9989575147628784,0.9989373087882996,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.0205974578857422e-05
c090_primary,000001,32,0.9992573857307434,0.9992708563804626,2,0,False,False,0.8792325258255005,0.9,0.0,True,False,-1.3470649719238281e-05
c090_primary,000001,33,0.9991549253463745,0.9991034865379333,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,5.143880844116211e-05
c090_primary,000001,34,0.9993730187416077,0.999354898929596,2,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.811981201171875e-05
c090_primary,000002,0,0.3502146601676941,0.3300233781337738,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.020191282033920288
c090_primary,000002,1,0.6172637343406677,0.6014848351478577,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.01577889919281006
c090_primary,000002,2,0.9069264531135559,0.8974708318710327,7,7,True,False,0.8792325258255005,0.9,0.0,True,True,0.009455621242523193
c090_primary,000002,3,0.652616560459137,0.6538354158401489,8,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.0012188553810119629
c090_primary,000002,4,0.8659480810165405,0.8677167296409607,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.001768648624420166
c090_primary,000002,5,0.8434110283851624,0.8518248200416565,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.00841379165649414
c090_primary,000002,6,0.9347407221794128,0.9315118789672852,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.0032288432121276855
c090_primary,000002,7,0.9668775200843811,0.9638570547103882,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.00302046537399292
c090_primary,000002,8,0.9889358878135681,0.9901854991912842,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,-0.0012496113777160645
c090_primary,000002,9,0.990635335445404,0.9901114106178284,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.0005239248275756836
c090_primary,000002,10,0.9956037998199463,0.9957593083381653,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,-0.00015550851821899414
c090_primary,000002,11,0.9994388222694397,0.9993504881858826,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.83340835571289e-05
c090_primary,000002,12,0.991474986076355,0.991256833076477,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.0002181529998779297
c090_primary,000002,13,0.99747234582901,0.9972561001777649,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.0002162456512451172
c090_primary,000002,14,0.9982120990753174,0.9980142116546631,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.00019788742065429688
c090_primary,000002,15,0.9982678890228271,0.9981818199157715,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.606910705566406e-05
c090_primary,000002,16,0.9993459582328796,0.9992972612380981,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,4.869699478149414e-05
c090_primary,000002,17,0.9990549683570862,0.9990103244781494,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,4.464387893676758e-05
c090_primary,000002,18,0.9990760087966919,0.9990543723106384,3,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.1636486053466797e-05
c090_primary,000002,19,0.9996379613876343,0.9996071457862854,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,3.081560134887695e-05
c090_primary,000002,20,0.9992863535881042,0.9992533326148987,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,3.3020973205566406e-05
c090_primary,000002,21,0.9989979863166809,0.9989591836929321,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,3.88026237487793e-05
c090_primary,000002,22,0.9992293119430542,0.9991940855979919,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,3.522634506225586e-05
c090_primary,000002,23,0.9988952279090881,0.9988941550254822,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.0728836059570312e-06
c090_primary,000002,24,0.9991530179977417,0.9991626739501953,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,-9.655952453613281e-06
c090_primary,000002,25,0.9994927644729614,0.9994838237762451,3,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.940696716308594e-06
c090_primary,000002,26,0.9993060827255249,0.9993070363998413,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,-9.5367431640625e-07
c090_primary,000002,27,0.9992029070854187,0.999176561832428,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.6345252990722656e-05
c090_primary,000002,28,0.9994348883628845,0.9994240999221802,3,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.0788440704345703e-05
c090_primary,000002,29,0.9991071820259094,0.9991028308868408,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,4.351139068603516e-06
c090_primary,000002,30,0.9991987347602844,0.9991724491119385,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.6285648345947266e-05
c090_primary,000002,31,0.9992067217826843,0.9992018342018127,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,4.887580871582031e-06
c090_primary,000002,32,0.9989582300186157,0.9989076852798462,2,0,False,False,0.8792325258255005,0.9,0.0,True,False,5.054473876953125e-05
c090_primary,000002,33,0.9989769458770752,0.9989163875579834,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,6.0558319091796875e-05
c090_primary,000002,34,0.999226450920105,0.9992020726203918,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.4378299713134766e-05
c090_primary,000003,0,0.3204110860824585,0.31561005115509033,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.004801034927368164
c090_primary,000003,1,0.6318008303642273,0.6139758229255676,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.017825007438659668
c090_primary,000003,2,0.7559584379196167,0.7477065920829773,8,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.008251845836639404
c090_primary,000003,3,0.6444283723831177,0.6462019681930542,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.0017735958099365234
c090_primary,000003,4,0.7176629900932312,0.7096913456916809,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.007971644401550293
c090_primary,000003,5,0.6761410236358643,0.6630654335021973,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.013075590133666992
c090_primary,000003,6,0.5149291753768921,0.5167621970176697,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.0018330216407775879
c090_primary,000003,7,0.45933324098587036,0.4610064625740051,8,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.0016732215881347656
c090_primary,000003,8,0.5500615239143372,0.554092288017273,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.004030764102935791
c090_primary,000003,9,0.5831514596939087,0.5711628198623657,3,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.011988639831542969
c090_primary,000003,10,0.5544726848602295,0.5474706888198853,3,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.007001996040344238
c090_primary,000003,11,0.6831339001655579,0.6729138493537903,3,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.010220050811767578
c090_primary,000003,12,0.7380043268203735,0.7338928580284119,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00411146879196167
c090_primary,000003,13,0.6513373255729675,0.6429577469825745,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.008379578590393066
c090_primary,000003,14,0.7504386305809021,0.7304198145866394,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.020018815994262695
c090_primary,000003,15,0.8829670548439026,0.87957364320755,2,2,True,False,0.8792325258255005,0.9,0.0,True,True,0.003393411636352539
c090_primary,000003,16,0.8930733799934387,0.884306013584137,4,4,True,False,0.8792325258255005,0.9,0.0,True,True,0.008767366409301758
c090_primary,000003,17,0.8178540468215942,0.8090700507164001,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.008783996105194092
c090_primary,000003,18,0.6112060546875,0.5954099297523499,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.015796124935150146
c090_primary,000003,19,0.7097917199134827,0.7050063610076904,8,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.004785358905792236
c090_primary,000003,20,0.9951971173286438,0.9951294660568237,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,6.765127182006836e-05
c090_primary,000003,21,0.9991463422775269,0.9991243481636047,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.199411392211914e-05
c090_primary,000003,22,0.9996814727783203,0.9996674060821533,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.4066696166992188e-05
c090_primary,000003,23,0.9997511506080627,0.9997374415397644,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.3709068298339844e-05
c090_primary,000003,24,0.999697208404541,0.9996895790100098,2,0,False,False,0.8792325258255005,0.9,0.0,True,False,7.62939453125e-06
c090_primary,000003,25,0.9997585415840149,0.9997497200965881,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.821487426757812e-06
c090_primary,000003,26,0.9998132586479187,0.9998051524162292,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.106231689453125e-06
c090_primary,000003,27,0.999607264995575,0.9996060729026794,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.1920928955078125e-06
c090_primary,000003,28,0.9997227787971497,0.9997053742408752,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.7404556274414062e-05
c090_primary,000003,29,0.999666690826416,0.9996612071990967,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,5.4836273193359375e-06
c090_primary,000003,30,0.9995641112327576,0.9995554089546204,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,8.702278137207031e-06
c090_primary,000003,31,0.9996620416641235,0.9996664524078369,2,0,False,False,0.8792325258255005,0.9,0.0,True,False,-4.410743713378906e-06
c090_primary,000003,32,0.9996800422668457,0.9996708631515503,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,9.179115295410156e-06
c090_primary,000003,33,0.9996383190155029,0.9996281862258911,3,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.0132789611816406e-05
c090_primary,000003,34,0.9996817111968994,0.9996705055236816,3,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.1205673217773438e-05
c090_primary,000004,0,0.9229882955551147,0.49603644013404846,5,5,True,True,0.8792325258255005,0.9,0.0,True,True,0.4269518554210663
c090_primary,000004,1,0.37638816237449646,0.36827993392944336,7,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0081082284450531
c090_primary,000004,2,0.1771060824394226,0.17063407599925995,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.006472006440162659
c090_primary,000004,3,0.05278424918651581,0.05276817828416824,3,0,False,True,0.8792325258255005,0.9,0.0,False,True,1.6070902347564697e-05
c090_primary,000004,4,0.048899829387664795,0.047764331102371216,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.001135498285293579
c090_primary,000004,5,0.04531251639127731,0.04369324445724487,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0016192719340324402
c090_primary,000004,6,0.041299570351839066,0.03911925107240677,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0021803192794322968
c090_primary,000004,7,0.028360676020383835,0.027530506253242493,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0008301697671413422
c090_primary,000004,8,0.01976846531033516,0.019109422340989113,2,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0006590429693460464
c090_primary,000004,9,0.011713205836713314,0.011792615056037903,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,-7.940921932458878e-05
c090_primary,000004,10,0.013120802119374275,0.01259653177112341,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0005242703482508659
c090_primary,000004,11,0.01821301132440567,0.01722266897559166,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0009903423488140106
c090_primary,000004,12,0.011395588517189026,0.01112748496234417,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00026810355484485626
c090_primary,000004,13,0.010840924456715584,0.010998559184372425,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,-0.00015763472765684128
c090_primary,000004,14,0.014245903119444847,0.014137391932308674,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00010851118713617325
c090_primary,000005,0,0.33057352900505066,0.3065081536769867,7,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.024065375328063965
c090_primary,000005,1,0.32113319635391235,0.32245567440986633,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,-0.0013224780559539795
c090_primary,000005,2,0.2525964379310608,0.24428972601890564,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.008306711912155151
c090_primary,000005,3,0.1883980929851532,0.1798669993877411,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00853109359741211
c090_primary,000005,4,0.1135559007525444,0.10918661206960678,3,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.004369288682937622
c090_primary,000005,5,0.06458353251218796,0.06362095475196838,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.000962577760219574
c090_primary,000005,6,0.02619628794491291,0.02558915503323078,6,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0006071329116821289
c090_primary,000005,7,0.025333425030112267,0.024686098098754883,1,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0006473269313573837
c090_primary,000005,8,0.022812116891145706,0.021784285083413124,2,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.001027831807732582
c090_primary,000005,9,0.01739557273685932,0.016612205654382706,2,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0007833670824766159
c090_primary,000005,10,0.010827730409801006,0.010750679299235344,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,7.705111056566238e-05
c090_primary,000005,11,0.008643744513392448,0.008410893380641937,1,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00023285113275051117
c090_primary,000005,12,0.010443183593451977,0.009934298694133759,3,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.0005088848993182182
c090_primary,000005,13,0.0050971186719834805,0.004916355479508638,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00018076319247484207
c090_primary,000005,14,0.004861381370574236,0.004754920024424791,8,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00010646134614944458
c090_primary,000005,15,0.0057192593812942505,0.005611042026430368,4,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00010821735486388206
c090_primary,000005,16,0.007087036967277527,0.006958814337849617,1,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00012822262942790985
c090_primary,000005,17,0.009276852943003178,0.00939022097736597,5,0,False,True,0.8792325258255005,0.9,0.0,False,True,-0.00011336803436279297
c090_primary,000005,18,0.010938400402665138,0.010775587521493435,1,0,False,True,0.8792325258255005,0.9,0.0,False,True,0.00016281288117170334
c090_primary,000006,0,0.3120845854282379,0.2985342741012573,3,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.01355031132698059
c090_primary,000006,1,0.4399179518222809,0.42940548062324524,8,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.010512471199035645
c090_primary,000006,2,0.3401888608932495,0.3401619493961334,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,2.6911497116088867e-05
c090_primary,000006,3,0.06332606822252274,0.06284545361995697,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0004806146025657654
c090_primary,000006,4,0.02327178232371807,0.023078493773937225,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00019328854978084564
c090_primary,000006,5,0.01708643138408661,0.016930555924773216,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00015587545931339264
c090_primary,000006,6,0.015790704637765884,0.015222065150737762,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.000568639487028122
c090_primary,000006,7,0.023623714223504066,0.022911351174116135,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0007123630493879318
c090_primary,000006,8,0.01895010657608509,0.01783582754433155,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00111427903175354
c090_primary,000006,9,0.009825699031352997,0.009991015307605267,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.00016531627625226974
c090_primary,000006,10,0.00961958710104227,0.009603372775018215,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,1.621432602405548e-05
c090_primary,000006,11,0.011663389392197132,0.011473002843558788,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0001903865486383438
c090_primary,000006,12,0.01704520545899868,0.016562113538384438,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00048309192061424255
c090_primary,000006,13,0.023895444348454475,0.02358728088438511,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00030816346406936646
c090_primary,000006,14,0.019703080877661705,0.019207924604415894,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0004951562732458115
c090_primary,000006,15,0.017391424626111984,0.017230886965990067,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.00016053766012191772
c090_primary,000006,16,0.018924174830317497,0.01868421584367752,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0002399589866399765
c090_primary,000006,17,0.030540134757757187,0.030084019526839256,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0004561152309179306
c090_primary,000006,18,0.05991781875491142,0.05815218389034271,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0017656348645687103
c090_primary,000006,19,0.32830503582954407,0.3162490427494049,2,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.01205599308013916
c090_primary,000006,20,0.9704858660697937,0.970186710357666,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,0.00029915571212768555
c090_primary,000006,21,0.9991124272346497,0.9990602135658264,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,5.221366882324219e-05
c090_primary,000006,22,0.99903404712677,0.9990100860595703,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.396106719970703e-05
c090_primary,000006,23,0.999336302280426,0.9993093013763428,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.7000904083251953e-05
c090_primary,000006,24,0.9991676807403564,0.999152421951294,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.52587890625e-05
c090_primary,000006,25,0.9991695880889893,0.9991425275802612,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.7060508728027344e-05
c090_primary,000006,26,0.9989191293716431,0.9988449811935425,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,7.414817810058594e-05
c090_primary,000006,27,0.9994869232177734,0.9994582533836365,8,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.866983413696289e-05
c090_primary,000006,28,0.9991137385368347,0.9991305470466614,5,0,False,False,0.8792325258255005,0.9,0.0,True,False,-1.6808509826660156e-05
c090_primary,000006,29,0.9992926120758057,0.9992554783821106,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,3.713369369506836e-05
c090_primary,000006,30,0.9991987347602844,0.9991484880447388,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,5.02467155456543e-05
c090_primary,000006,31,0.99898761510849,0.9989664554595947,6,0,False,False,0.8792325258255005,0.9,0.0,True,False,2.1159648895263672e-05
c090_primary,000006,32,0.9983951449394226,0.9983331561088562,4,0,False,False,0.8792325258255005,0.9,0.0,True,False,6.198883056640625e-05
c090_primary,000006,33,0.9991822838783264,0.9991658926010132,1,0,False,False,0.8792325258255005,0.9,0.0,True,False,1.6391277313232422e-05
c090_primary,000006,34,0.998906135559082,0.9989079236984253,7,0,False,False,0.8792325258255005,0.9,0.0,True,False,-1.7881393432617188e-06
c090_primary,000007,0,0.33017250895500183,0.3227352797985077,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.007437229156494141
c090_primary,000007,1,0.48430466651916504,0.4638389050960541,4,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.020465761423110962
c090_primary,000007,2,0.41497209668159485,0.39588770270347595,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.019084393978118896
c090_primary,000007,3,0.35987651348114014,0.3499143123626709,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.009962201118469238
c090_primary,000007,4,0.16944929957389832,0.16659237444400787,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.002856925129890442
c090_primary,000007,5,0.09001845866441727,0.08997613936662674,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,4.2319297790527344e-05
c090_primary,000007,6,0.05444683879613876,0.054640237241983414,1,0,False,False,0.8792325258255005,0.9,0.0,False,True,-0.00019339844584465027
c090_primary,000007,7,0.037024565041065216,0.03499777242541313,7,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0020267926156520844
c090_primary,000007,8,0.034622374922037125,0.03361500799655914,6,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0010073669254779816
c090_primary,000007,9,0.06900648027658463,0.0674799457192421,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0015265345573425293
c090_primary,000007,10,0.0650327205657959,0.06385782361030579,5,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.0011748969554901123
c090_primary,000007,11,0.08144443482160568,0.0710640475153923,3,0,False,False,0.8792325258255005,0.9,0.0,False,True,0.010380387306213379
