variant,experiment_id,episode_id,benchmark_episode_id,success,outcome,minimum_tcp_distance_m,control_ticks,simulation_steps,decision_rows,scene_fingerprint,intervention_count,baseline_success,paired_category_vs_baseline,paired_category_vs_other_controller
q95_symmetric,EXP-010,000042,42,True,SUCCESS,0.029356442391872406,200,798,20,62af196f506a196f806ed5fc67fbc359c047a19841480a7a72366636603a53cf,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000043,43,True,SUCCESS,0.02999594621360302,159,636,16,726b5ccf4e8c88a032b17ed076ce7d4fbfb83525353d1ee333ffa7eec50487e0,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000043,43,True,SUCCESS,0.02982582338154316,159,636,16,726b5ccf4e8c88a032b17ed076ce7d4fbfb83525353d1ee333ffa7eec50487e0,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000043,43,True,SUCCESS,0.02959287539124489,160,638,16,726b5ccf4e8c88a032b17ed076ce7d4fbfb83525353d1ee333ffa7eec50487e0,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000044,44,True,SUCCESS,0.029922381043434143,174,694,18,8ae0d22fdb6ee010fccb94331d6d0ebd9e8fcf464610518d7d44bc9d341e52ff,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000044,44,True,SUCCESS,0.029994618147611618,175,697,18,8ae0d22fdb6ee010fccb94331d6d0ebd9e8fcf464610518d7d44bc9d341e52ff,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000044,44,True,SUCCESS,0.02947980724275112,174,696,18,8ae0d22fdb6ee010fccb94331d6d0ebd9e8fcf464610518d7d44bc9d341e52ff,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000045,45,False,FAILURE,0.1684979498386383,350,1400,35,35a2f0c7d32495821fd1ca281dacd09c48344b5a3aa89fc9cd4efe5e6ca7b94f,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000045,45,False,FAILURE,0.06497641652822495,350,1400,35,35a2f0c7d32495821fd1ca281dacd09c48344b5a3aa89fc9cd4efe5e6ca7b94f,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000045,45,False,FAILURE,0.0687614232301712,350,1400,35,35a2f0c7d32495821fd1ca281dacd09c48344b5a3aa89fc9cd4efe5e6ca7b94f,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000046,46,True,SUCCESS,0.0297309011220932,194,775,20,83c66e55b533fa4458559d11a32305b19718548f7b777334ecfe574ade4d86cd,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000046,46,True,SUCCESS,0.02984650991857052,193,769,20,83c66e55b533fa4458559d11a32305b19718548f7b777334ecfe574ade4d86cd,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000046,46,True,SUCCESS,0.029827849939465523,195,777,20,83c66e55b533fa4458559d11a32305b19718548f7b777334ecfe574ade4d86cd,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000047,47,True,SUCCESS,0.029618525877594948,156,624,16,6ea6d64abd18226e9c1d0664b4fc288d5b67202b93dfb3803b303d3398a96572,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000047,47,True,SUCCESS,0.029568471014499664,154,615,16,6ea6d64abd18226e9c1d0664b4fc288d5b67202b93dfb3803b303d3398a96572,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000047,47,True,SUCCESS,0.029956422746181488,155,620,16,6ea6d64abd18226e9c1d0664b4fc288d5b67202b93dfb3803b303d3398a96572,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000048,48,False,FAILURE,0.4365282952785492,350,1400,35,753a9ab0b7d5e9a0b2608b488fa493bfbe650872d72440e258b1986ac3018b5f,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000048,48,False,FAILURE,0.43581947684288025,350,1400,35,753a9ab0b7d5e9a0b2608b488fa493bfbe650872d72440e258b1986ac3018b5f,0,False,F_TO_F,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000048,48,True,SUCCESS,0.02924908697605133,212,846,22,753a9ab0b7d5e9a0b2608b488fa493bfbe650872d72440e258b1986ac3018b5f,0,False,F_TO_S_RESCUE,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000049,49,True,SUCCESS,0.029863441362977028,149,593,15,ff49fabde5656db7f4229bed8cd2d110fa3379273b7464ebd65738988a203105,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000049,49,True,SUCCESS,0.02982679381966591,147,588,15,ff49fabde5656db7f4229bed8cd2d110fa3379273b7464ebd65738988a203105,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000049,49,True,SUCCESS,0.02990049123764038,148,591,15,ff49fabde5656db7f4229bed8cd2d110fa3379273b7464ebd65738988a203105,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000050,50,True,SUCCESS,0.02940770611166954,202,806,21,bfd546749c4e2c5975f9ae1b6520680cf5ae5e79d53578e4cd24157aa3076811,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000050,50,True,SUCCESS,0.0296003594994545,202,808,21,bfd546749c4e2c5975f9ae1b6520680cf5ae5e79d53578e4cd24157aa3076811,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000050,50,True,SUCCESS,0.02932920679450035,203,809,21,bfd546749c4e2c5975f9ae1b6520680cf5ae5e79d53578e4cd24157aa3076811,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000051,51,True,SUCCESS,0.02975238487124443,165,660,17,1f407ada59ebfe6efd59fc0bead95011f45ca799f2f0ea704d52f282ebc400de,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000051,51,True,SUCCESS,0.02985590696334839,165,658,17,1f407ada59ebfe6efd59fc0bead95011f45ca799f2f0ea704d52f282ebc400de,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000051,51,True,SUCCESS,0.029901767149567604,165,658,17,1f407ada59ebfe6efd59fc0bead95011f45ca799f2f0ea704d52f282ebc400de,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000052,52,False,FAILURE,0.031189823523163795,350,1400,35,93a4fdd6427519c34e0f502e583afd9231c6af071537b457998cfcf246ace05a,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000052,52,False,FAILURE,0.04457030072808266,350,1400,35,93a4fdd6427519c34e0f502e583afd9231c6af071537b457998cfcf246ace05a,0,False,F_TO_F,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000052,52,True,SUCCESS,0.02989528328180313,175,698,18,93a4fdd6427519c34e0f502e583afd9231c6af071537b457998cfcf246ace05a,0,False,F_TO_S_RESCUE,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000053,53,False,FAILURE,0.40291252732276917,350,1400,35,cca05498fc76fa013f7c59de92cd954e36418cc2038c869c9a1eb49b17912349,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000053,53,False,FAILURE,0.06484175473451614,350,1400,35,cca05498fc76fa013f7c59de92cd954e36418cc2038c869c9a1eb49b17912349,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000053,53,False,FAILURE,0.4030587077140808,350,1400,35,cca05498fc76fa013f7c59de92cd954e36418cc2038c869c9a1eb49b17912349,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000054,54,False,FAILURE,0.20278692245483398,350,1400,35,2571cb6e92848c46851132d91ec705a241a6371bb3541706ec380af02457de90,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000054,54,False,FAILURE,0.2066471129655838,350,1400,35,2571cb6e92848c46851132d91ec705a241a6371bb3541706ec380af02457de90,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000054,54,False,FAILURE,0.20181860029697418,350,1400,35,2571cb6e92848c46851132d91ec705a241a6371bb3541706ec380af02457de90,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000055,55,False,FAILURE,0.03522270545363426,350,1400,35,16b7bbb14e93e8fa2126f796f86150ed9bd6d75fc1eb255bdd180d200b3108e0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000055,55,True,SUCCESS,0.029206132516264915,165,659,17,16b7bbb14e93e8fa2126f796f86150ed9bd6d75fc1eb255bdd180d200b3108e0,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
q95_symmetric,EXP-010,000055,55,True,SUCCESS,0.029258495196700096,165,657,17,16b7bbb14e93e8fa2126f796f86150ed9bd6d75fc1eb255bdd180d200b3108e0,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
baseline,EXP-008,000056,56,True,SUCCESS,0.02988467551767826,142,566,15,30ad11bbdafc4cb2e957dc52b0aec1ab9ca9d8e2ab96b8d81833bea481646053,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000056,56,True,SUCCESS,0.029748963192105293,133,530,14,30ad11bbdafc4cb2e957dc52b0aec1ab9ca9d8e2ab96b8d81833bea481646053,0,True,S_TO_S,C090_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000056,56,False,FAILURE,0.0763646587729454,350,1400,35,30ad11bbdafc4cb2e957dc52b0aec1ab9ca9d8e2ab96b8d81833bea481646053,0,True,S_TO_F_REGRESSION,C090_ONLY_SUCCEEDS
baseline,EXP-008,000057,57,True,SUCCESS,0.029861202463507652,168,672,17,072dc2f24dbad9f357fc7557555219afc12483091bdd1f4b67b8f65242093d66,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000057,57,True,SUCCESS,0.029285067692399025,169,675,17,072dc2f24dbad9f357fc7557555219afc12483091bdd1f4b67b8f65242093d66,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000057,57,True,SUCCESS,0.0298745296895504,169,674,17,072dc2f24dbad9f357fc7557555219afc12483091bdd1f4b67b8f65242093d66,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000058,58,False,FAILURE,0.3519473373889923,350,1400,35,64b67917c523e7999937ba8700f29aa92654d5af63a9c893400d256ab22d75e0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000058,58,False,FAILURE,0.35079702734947205,350,1400,35,64b67917c523e7999937ba8700f29aa92654d5af63a9c893400d256ab22d75e0,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000058,58,False,FAILURE,0.3512633144855499,350,1400,35,64b67917c523e7999937ba8700f29aa92654d5af63a9c893400d256ab22d75e0,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000059,59,True,SUCCESS,0.02947469800710678,173,692,18,8b4d553385e19f41ce69272b108701e3e4138b98d1c814cad304ad376cfba218,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000059,59,True,SUCCESS,0.02945994958281517,173,689,18,8b4d553385e19f41ce69272b108701e3e4138b98d1c814cad304ad376cfba218,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000059,59,True,SUCCESS,0.029768628999590874,173,692,18,8b4d553385e19f41ce69272b108701e3e4138b98d1c814cad304ad376cfba218,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000060,60,True,SUCCESS,0.029837122187018394,125,499,13,c86df7e69f7c5cc07ed1eeb38c51d42ef150e04d462865f6ca7d840d43defef6,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000060,60,True,SUCCESS,0.029748350381851196,125,499,13,c86df7e69f7c5cc07ed1eeb38c51d42ef150e04d462865f6ca7d840d43defef6,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000060,60,True,SUCCESS,0.02963498793542385,125,500,13,c86df7e69f7c5cc07ed1eeb38c51d42ef150e04d462865f6ca7d840d43defef6,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000061,61,True,SUCCESS,0.02998162992298603,161,643,17,ea0f600e9e15217ed3b825a69665d3192ffab7f41b1ea741764aa9b25cf41fcf,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000061,61,True,SUCCESS,0.02932598814368248,160,640,16,ea0f600e9e15217ed3b825a69665d3192ffab7f41b1ea741764aa9b25cf41fcf,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000061,61,True,SUCCESS,0.029812786728143692,161,644,17,ea0f600e9e15217ed3b825a69665d3192ffab7f41b1ea741764aa9b25cf41fcf,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000062,62,True,SUCCESS,0.029668645933270454,76,303,8,21da7b2db710f3669522c6c02793364c5b480b0bdf641e333c77f85ba71d2162,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000062,62,True,SUCCESS,0.029844151809811592,76,302,8,21da7b2db710f3669522c6c02793364c5b480b0bdf641e333c77f85ba71d2162,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000062,62,True,SUCCESS,0.029523544013500214,74,294,8,21da7b2db710f3669522c6c02793364c5b480b0bdf641e333c77f85ba71d2162,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000063,63,True,SUCCESS,0.02977858856320381,156,624,16,98be48cebdaf0b9202856f5c3ffcc673b9fe6cfe29df7645881e3f8396c102b4,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000063,63,False,FAILURE,0.30658140778541565,350,1400,35,98be48cebdaf0b9202856f5c3ffcc673b9fe6cfe29df7645881e3f8396c102b4,0,True,S_TO_F_REGRESSION,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000063,63,True,SUCCESS,0.02960265427827835,157,627,16,98be48cebdaf0b9202856f5c3ffcc673b9fe6cfe29df7645881e3f8396c102b4,0,True,S_TO_S,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000064,64,True,SUCCESS,0.029576418921351433,128,511,13,5af927ef1b49d1e340f2b93ef7ef24ecc6fe1a587fff791fb904cb0d81393cf3,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000064,64,True,SUCCESS,0.029371151700615883,127,508,13,5af927ef1b49d1e340f2b93ef7ef24ecc6fe1a587fff791fb904cb0d81393cf3,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000064,64,True,SUCCESS,0.029675684869289398,127,508,13,5af927ef1b49d1e340f2b93ef7ef24ecc6fe1a587fff791fb904cb0d81393cf3,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000065,65,False,FAILURE,0.053059160709381104,350,1400,35,4194d1575fdc7837ce763d4175645522a63beb2355c8734451e56c3848aea2dd,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000065,65,False,FAILURE,0.06049647182226181,350,1400,35,4194d1575fdc7837ce763d4175645522a63beb2355c8734451e56c3848aea2dd,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000065,65,False,FAILURE,0.06577168405056,350,1400,35,4194d1575fdc7837ce763d4175645522a63beb2355c8734451e56c3848aea2dd,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000066,66,False,FAILURE,0.045305658131837845,350,1400,35,67fcfe8f5acd1d87957260ac71258d515e2acf559f7d7e708395baf8744ec408,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000066,66,False,FAILURE,0.06062023714184761,350,1400,35,67fcfe8f5acd1d87957260ac71258d515e2acf559f7d7e708395baf8744ec408,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000066,66,False,FAILURE,0.044241152703762054,350,1400,35,67fcfe8f5acd1d87957260ac71258d515e2acf559f7d7e708395baf8744ec408,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000067,67,False,FAILURE,0.11794593930244446,350,1400,35,5a8fd4c4f30c0dee8bc5f6c7268f446807423a29898f884856ec07620dbafdd5,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000067,67,False,FAILURE,0.36894768476486206,350,1400,35,5a8fd4c4f30c0dee8bc5f6c7268f446807423a29898f884856ec07620dbafdd5,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000067,67,False,FAILURE,0.12965762615203857,350,1400,35,5a8fd4c4f30c0dee8bc5f6c7268f446807423a29898f884856ec07620dbafdd5,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000068,68,False,FAILURE,0.07343928515911102,350,1400,35,43626e3275949145d127ae3d8237d091976d57bd060c4c19d4501c720c178f48,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000068,68,False,FAILURE,0.07186269015073776,350,1400,35,43626e3275949145d127ae3d8237d091976d57bd060c4c19d4501c720c178f48,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000068,68,False,FAILURE,0.07580509781837463,350,1400,35,43626e3275949145d127ae3d8237d091976d57bd060c4c19d4501c720c178f48,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000069,69,False,FAILURE,0.042346805334091187,350,1400,35,2164be33a5b37843edc6e1832ed8bad783064b06631b92cf64e771851c7fff6b,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000069,69,False,FAILURE,0.04700072482228279,350,1400,35,2164be33a5b37843edc6e1832ed8bad783064b06631b92cf64e771851c7fff6b,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000069,69,False,FAILURE,0.04568638652563095,350,1400,35,2164be33a5b37843edc6e1832ed8bad783064b06631b92cf64e771851c7fff6b,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000070,70,True,SUCCESS,0.029776262119412422,172,686,18,a01175656490cd6a7b747aaf4d65a00e59d4e30327b6c57ba27b54c91008bf4a,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000070,70,True,SUCCESS,0.029194757342338562,173,692,18,a01175656490cd6a7b747aaf4d65a00e59d4e30327b6c57ba27b54c91008bf4a,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000070,70,True,SUCCESS,0.029566263779997826,171,683,18,a01175656490cd6a7b747aaf4d65a00e59d4e30327b6c57ba27b54c91008bf4a,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000071,71,False,FAILURE,0.18250873684883118,350,1400,35,80ae5c45d866f8baacadd99d93d6b5dca22beef16d799e5a8c6bf35b66d6d1e1,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000071,71,False,FAILURE,0.14808298647403717,350,1400,35,80ae5c45d866f8baacadd99d93d6b5dca22beef16d799e5a8c6bf35b66d6d1e1,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000071,71,False,FAILURE,0.1528412252664566,350,1400,35,80ae5c45d866f8baacadd99d93d6b5dca22beef16d799e5a8c6bf35b66d6d1e1,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000072,72,False,FAILURE,0.2859717309474945,350,1400,35,6f065550fa0ed4d436e516b690492b74c28e15455bf2bc37860622cd437d085b,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000072,72,True,SUCCESS,0.029559528455138206,183,730,19,6f065550fa0ed4d436e516b690492b74c28e15455bf2bc37860622cd437d085b,0,False,F_TO_S_RESCUE,C090_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000072,72,False,FAILURE,0.21428361535072327,350,1400,35,6f065550fa0ed4d436e516b690492b74c28e15455bf2bc37860622cd437d085b,0,False,F_TO_F,C090_ONLY_SUCCEEDS
baseline,EXP-008,000073,73,False,FAILURE,0.2241497039794922,350,1400,35,6743bd8d261bbc00215d836a505d83dd5fbce13cde9a2a6c04d41ab0bed05e60,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000073,73,False,FAILURE,0.22489392757415771,350,1400,35,6743bd8d261bbc00215d836a505d83dd5fbce13cde9a2a6c04d41ab0bed05e60,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000073,73,False,FAILURE,0.2216050922870636,350,1400,35,6743bd8d261bbc00215d836a505d83dd5fbce13cde9a2a6c04d41ab0bed05e60,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000074,74,False,FAILURE,0.25834575295448303,350,1400,35,1bf4020a262cd09d500796db9238eeae00921aa3409181724e90be9ee8cff1b0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000074,74,False,FAILURE,0.25792840123176575,350,1400,35,1bf4020a262cd09d500796db9238eeae00921aa3409181724e90be9ee8cff1b0,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000074,74,False,FAILURE,0.2592350244522095,350,1400,35,1bf4020a262cd09d500796db9238eeae00921aa3409181724e90be9ee8cff1b0,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000075,75,False,FAILURE,0.29941797256469727,350,1400,35,d809cecd069d8fede8f8eedd3818bf1e0f28c33425bb085e36052199aa5dc954,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000075,75,False,FAILURE,0.2902061343193054,350,1400,35,d809cecd069d8fede8f8eedd3818bf1e0f28c33425bb085e36052199aa5dc954,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000075,75,False,FAILURE,0.3024747967720032,350,1400,35,d809cecd069d8fede8f8eedd3818bf1e0f28c33425bb085e36052199aa5dc954,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000076,76,False,FAILURE,0.26886963844299316,350,1400,35,242fef8b215f8abd8383ab54f7da250e5ff31e05b171a23399cd0d877cc2c71a,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000076,76,False,FAILURE,0.2733207046985626,350,1400,35,242fef8b215f8abd8383ab54f7da250e5ff31e05b171a23399cd0d877cc2c71a,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000076,76,False,FAILURE,0.26703569293022156,350,1400,35,242fef8b215f8abd8383ab54f7da250e5ff31e05b171a23399cd0d877cc2c71a,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000077,77,False,FAILURE,0.3463747501373291,350,1400,35,9c056fbc5400deeed85610772e284c54938b414e6a6c9bf6956a39ba5106425d,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000077,77,False,FAILURE,0.34686559438705444,350,1400,35,9c056fbc5400deeed85610772e284c54938b414e6a6c9bf6956a39ba5106425d,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000077,77,False,FAILURE,0.3464958071708679,350,1400,35,9c056fbc5400deeed85610772e284c54938b414e6a6c9bf6956a39ba5106425d,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000078,78,False,FAILURE,0.3186628520488739,350,1400,35,e03d2b3b1503e669cfbda868388cc783a784f70971b69dd3dd63469aa455bfe9,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000078,78,False,FAILURE,0.318660169839859,350,1400,35,e03d2b3b1503e669cfbda868388cc783a784f70971b69dd3dd63469aa455bfe9,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000078,78,False,FAILURE,0.31856751441955566,350,1400,35,e03d2b3b1503e669cfbda868388cc783a784f70971b69dd3dd63469aa455bfe9,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000079,79,False,FAILURE,0.16706225275993347,350,1400,35,c9e3130820eccc8a5a262c671a43cc0b3b9218633de38740913845e6dfe48120,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000079,79,False,FAILURE,0.15721487998962402,350,1400,35,c9e3130820eccc8a5a262c671a43cc0b3b9218633de38740913845e6dfe48120,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000079,79,False,FAILURE,0.1735209822654724,350,1400,35,c9e3130820eccc8a5a262c671a43cc0b3b9218633de38740913845e6dfe48120,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000080,80,False,FAILURE,0.33435195684432983,350,1400,35,113569f228be6974ef43d9083ab1026516fe8835745a20fe7eb0f68fd671e3a6,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000080,80,False,FAILURE,0.3353853225708008,350,1400,35,113569f228be6974ef43d9083ab1026516fe8835745a20fe7eb0f68fd671e3a6,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000080,80,False,FAILURE,0.33553069829940796,350,1400,35,113569f228be6974ef43d9083ab1026516fe8835745a20fe7eb0f68fd671e3a6,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000081,81,True,SUCCESS,0.029903102666139603,84,336,9,538d3085e4f07703af082112097ed0ea065a1f6ee46ca98d48ba6931b77b995c,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000081,81,True,SUCCESS,0.029779115691781044,84,335,9,538d3085e4f07703af082112097ed0ea065a1f6ee46ca98d48ba6931b77b995c,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000081,81,True,SUCCESS,0.029565611854195595,86,341,9,538d3085e4f07703af082112097ed0ea065a1f6ee46ca98d48ba6931b77b995c,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000082,82,False,FAILURE,0.032702215015888214,350,1400,35,49b540ddecb70e2894f1865c373a71d831e3ed1b6ec09112047efaaa3f8bbf15,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000082,82,True,SUCCESS,0.02984720841050148,192,767,20,49b540ddecb70e2894f1865c373a71d831e3ed1b6ec09112047efaaa3f8bbf15,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
q95_symmetric,EXP-010,000082,82,True,SUCCESS,0.029800619930028915,194,773,20,49b540ddecb70e2894f1865c373a71d831e3ed1b6ec09112047efaaa3f8bbf15,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
baseline,EXP-008,000083,83,True,SUCCESS,0.02978685311973095,169,675,17,f4edcdb7c7a01cf9258cabf18d7953c8b8604d72911c2c2600eefe19b569941b,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000083,83,True,SUCCESS,0.029985912144184113,170,680,17,f4edcdb7c7a01cf9258cabf18d7953c8b8604d72911c2c2600eefe19b569941b,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000083,83,True,SUCCESS,0.02975360117852688,171,683,18,f4edcdb7c7a01cf9258cabf18d7953c8b8604d72911c2c2600eefe19b569941b,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000084,84,False,FAILURE,0.16629865765571594,350,1400,35,a2067089da90d9830eda3ff446162610b5052d5236585dc0f41d45c162feb512,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000084,84,False,FAILURE,0.12054625153541565,350,1400,35,a2067089da90d9830eda3ff446162610b5052d5236585dc0f41d45c162feb512,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000084,84,False,FAILURE,0.20529748499393463,350,1400,35,a2067089da90d9830eda3ff446162610b5052d5236585dc0f41d45c162feb512,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000085,85,False,FAILURE,0.08483058214187622,350,1400,35,e5de2baf82e6242ec41fdbe3702ddeb46d84b1810969e9d553089821e400e524,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000085,85,False,FAILURE,0.06337165087461472,350,1400,35,e5de2baf82e6242ec41fdbe3702ddeb46d84b1810969e9d553089821e400e524,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000085,85,False,FAILURE,0.06929618865251541,350,1400,35,e5de2baf82e6242ec41fdbe3702ddeb46d84b1810969e9d553089821e400e524,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000086,86,True,SUCCESS,0.02932053618133068,163,652,17,68308ba0863778991104990b11f329daf32a352e0a556e50275c64b25a36d2db,0,True,BASELINE_IDENTITY,N/A
