split,variant,best_epoch,seen_success_fa,seen_failure_detection,seen_failure_det_at_25,seen_failure_det_at_50,ood_success_fa,ood_failure_detection,ood_failure_det_at_25,ood_failure_det_at_50,q95,q99,conformal_mass
ood_last2_taskids_full,base,2,,,,,0.25957446808510637,0.8602150537634409,0.3978494623655914,0.7849462365591398,0.8298782706260681,0.9879306554794312,0.153653085231781
ood_last2_taskids_full,unc_raw,2,,,,,0.28936170212765955,0.8494623655913979,0.3548387096774194,0.8387096774193549,0.8162789940834045,0.9882412552833557,0.15
