Policy,Row_Threshold,Mass_Threshold,Calib_FA,Calib_Det,Test_FA,Test_Det,Det@10,Det@25,Det@50,Mean_Time,Never
cal_q95_oodcal_success_FA01,0.9515595972537995,0.2568217873573297,0.010338885697874785,0.8305084745762712,0.5314685314685315,0.8918918918918919,0.02702702702702703,0.13513513513513514,0.8648648648648649,0.29816560251342855,0.10810810810810811
cal_q97_oodcal_success_FA01,0.9678083270788193,0.11358236968517302,0.010338885697874785,0.847457627118644,0.5314685314685315,0.8918918918918919,0.02702702702702703,0.13513513513513514,0.8648648648648649,0.29755751494881927,0.10810810810810811
cal_q99_oodcal_success_FA01,0.9924276572465895,0.002486010074615583,0.010338885697874785,0.847457627118644,0.5384615384615384,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.31260451505016723,0.1351351351351351
cal_q95_oodcal_success_FA02,0.9515595972537995,0.13606802821159347,0.02527283170591614,0.9152542372881356,0.5734265734265734,0.8918918918918919,0.02702702702702703,0.16216216216216217,0.8648648648648649,0.28661193878585184,0.10810810810810811
cal_q95_oodcal_supervised_FAle05,0.9515595972537995,0.17411891624927506,0.02067777139574957,0.9152542372881356,0.5734265734265734,0.8918918918918919,0.02702702702702703,0.16216216216216217,0.8648648648648649,0.29015911624607277,0.10810810810810811
cal_q99_oodcal_supervised_FAle50,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle40,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle30,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle25,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle20,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle15,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle10,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q99_oodcal_supervised_FAle05,0.9924276572465895,0.0014941394639016179,0.010913268236645606,0.8813559322033898,0.5524475524475524,0.8648648648648649,0.02702702702702703,0.13513513513513514,0.8378378378378378,0.30811036789297663,0.1351351351351351
cal_q97_oodcal_success_FA02,0.9678083270788193,0.04897314012050635,0.02527283170591614,0.9152542372881356,0.5804195804195804,0.8918918918918919,0.02702702702702703,0.16216216216216217,0.8648648648648649,0.28661193878585184,0.10810810810810811
cal_q95_oodcal_success_FA05,0.9515595972537995,0.07368032336235031,0.05054566341183228,0.9152542372881356,0.6083916083916084,0.918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2891992917568365,0.08108108108108103
cal_q97_oodcal_success_FA05,0.9678083270788193,0.016597229242324874,0.05054566341183228,0.9491525423728814,0.6153846153846154,0.918918918918919,0.02702702702702703,0.24324324324324326,0.8918918918918919,0.2652960849891796,0.08108108108108103
cal_q97_oodcal_supervised_FAle50,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle40,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle30,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle25,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle20,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle15,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle10,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q97_oodcal_supervised_FAle05,0.9678083270788193,0.026465114235878013,0.03848363009764503,0.9491525423728814,0.6013986013986014,0.8918918918918919,0.02702702702702703,0.1891891891891892,0.8648648648648649,0.2738420999290564,0.10810810810810811
cal_q95_oodcal_success_FA10,0.9515595972537995,0.021319043636321977,0.10051694428489374,0.9830508474576272,0.6713286713286714,0.9459459459459459,0.02702702702702703,0.2702702702702703,0.918918918918919,0.2600095556617295,0.05405405405405406
cal_q97_oodcal_success_FA10,0.9678083270788193,0.00034509003162386254,0.10051694428489374,1.0,0.6783216783216783,0.9459459459459459,0.02702702702702703,0.2702702702702703,0.8918918918918919,0.2774964166268514,0.05405405405405406
